delay(miu)            delay(sigma)            slew(miu)            slew(sigma)            power            input_slew            output_cap
6.917673378570299e-11 8.972541134556755e-13 4.2307757991411066e-11 1.6940681713331629e-12 1.0783250218082685e-05 65 30
6.972113858472184e-11 9.728692461005717e-13 4.769133699067396e-11 1.7664678313850102e-12 1.0784799997054506e-05 65 35
7.045786870607529e-11 1.0124051120011246e-12 5.353112050854314e-11 1.8938492267472906e-12 1.0785770427901298e-05 65 40
7.106394639411207e-11 1.0121808989918546e-12 5.935093388975687e-11 2.2695719002069348e-12 1.0786459824885242e-05 65 45
6.958103537790805e-11 9.635684177639048e-13 2.6925317878068178e-11 7.226140801182279e-13 1.0054770427814219e-05 70 15
7.038261640168741e-11 1.1305836909031308e-12 3.24846330390649e-11 8.338369057725448e-13 1.0060300155600999e-05 70 20
7.143007019205783e-11 1.2550418603679558e-12 3.7638971800424414e-11 1.2935597688487621e-12 1.0064140042231884e-05 70 25
7.236650167996572e-11 1.3635803640735245e-12 4.281857507448805e-11 1.2849196533160079e-12 1.006640013656579e-05 70 30
7.315791722417586e-11 1.3877617588073377e-12 4.833433653317343e-11 1.6786830172449418e-12 1.0067829862236977e-05 70 35
7.417023245581689e-11 1.4861522385986592e-12 5.364463387391716e-11 1.937357826248265e-12 1.0068870324175805e-05 70 40
7.483530461982468e-11 1.5926404075758405e-12 5.89306173304216e-11 1.9499670975142713e-12 1.0069559721159749e-05 70 45
7.350600683686537e-11 1.6256747467288668e-12 2.759262089646608e-11 6.593403665926256e-13 9.423827577847987e-06 75 15
7.484165370774676e-11 1.4907033940581016e-12 3.167393777814276e-11 1.0450972769485145e-12 9.428980774828233e-06 75 20
7.617062536269259e-11 1.4376998940315855e-12 3.7072563768836275e-11 9.997169108169612e-13 9.432495971850585e-06 75 25
7.686720010502412e-11 1.1984587584487616e-12 4.252260002446384e-11 1.7427060228919489e-12 9.43471968639642e-06 75 30
7.752214148393222e-11 1.1413491679546084e-12 4.787620647150881e-11 1.9295600273833147e-12 9.436060281586833e-06 75 35
7.839398574738254e-11 1.1428510048039353e-12 5.3687075618480407e-11 2.06323022902688e-12 9.437039807380643e-06 75 40
7.90122689497963e-11 1.0085091399145152e-12 5.910275047149582e-11 2.3770748824175625e-12 9.437709195481148e-06 75 45
7.752166963914675e-11 1.092438531129225e-12 2.7336664182309178e-11 7.687253611443623e-13 8.862793038133532e-06 80 15
7.848630773077403e-11 1.2647228099862962e-12 3.2843495284540225e-11 8.815605038493823e-13 8.868253644322976e-06 80 20
7.932636492125056e-11 1.2168998447803503e-12 3.785030969205572e-11 1.4154381876643751e-12 8.871442332747392e-06 80 25
8.030357628863172e-11 1.2034142128983238e-12 4.33056160376033e-11 1.2142890859490052e-12 8.873330443748273e-06 80 30
8.089133529676218e-11 1.3693051683846824e-12 4.8714060563170847e-11 1.557413594789614e-12 8.8747292465996e-06 80 35
8.17342166170576e-11 1.3304245942771797e-12 5.40804276361051e-11 1.837604938006998e-12 8.875625098880846e-06 80 40
8.265420292641323e-11 1.6289366773850067e-12 5.943938397034998e-11 1.860193206068561e-12 8.876229912857525e-06 80 45
