delay(miu)            delay(sigma)            slew(miu)            slew(sigma)            power            input_slew            output_cap
7.164106113899393e-11 3.4260480737124954e-12 6.540568781021605e-11 2.5821927061853156e-12 1.1615329640335403e-05 60 45
2.7724432125064702e-11 1.6026014066153338e-12 2.898031120635025e-11 9.55947885954156e-13 1.0771160305012017e-05 65 15
3.44114944872409e-11 2.1309987194989555e-12 3.402720466505471e-11 1.276906531899602e-12 1.0777470379252918e-05 65 20
4.167058711979088e-11 2.1201820681049366e-12 3.992403282970791e-11 1.3577336954381791e-12 1.0780860066006426e-05 65 25
4.892012142598823e-11 2.5538317120765708e-12 4.602828881927756e-11 2.021559569048703e-12 1.0783250218082685e-05 65 30
5.615934800529132e-11 2.7507870113685495e-12 5.231114152959293e-11 2.1936192012156353e-12 1.0784799997054506e-05 65 35
6.350461823068088e-11 3.2979196630533725e-12 5.885227721824648e-11 2.628538012250381e-12 1.0785770427901298e-05 65 40
7.086010250789698e-11 3.749794311863619e-12 6.540126773479926e-11 3.077544729473969e-12 1.0786459824885242e-05 65 45
2.6499899496990054e-11 2.0783175527783193e-12 2.8801534074363033e-11 1.410884538539936e-12 1.0054770427814219e-05 70 15
3.310376278653493e-11 2.149880317173225e-12 3.4587457897750085e-11 1.249013479448502e-12 1.0060300155600999e-05 70 20
4.0380431637343506e-11 2.377609827769467e-12 4.0856106692244154e-11 1.6364022767043074e-12 1.0064140042231884e-05 70 25
4.769565298268219e-11 2.8919013451284004e-12 4.702165740111397e-11 2.1177395774507612e-12 1.006640013656579e-05 70 30
5.4808914351500704e-11 3.034462438267216e-12 5.313834788855942e-11 2.1368512428260322e-12 1.0067829862236977e-05 70 35
6.230363447379261e-11 3.092595840872847e-12 5.96280316789155e-11 2.420730066052257e-12 1.0068870324175805e-05 70 40
6.909744998395695e-11 3.2347275899513583e-12 6.562877324922667e-11 2.455743941531807e-12 1.0069559721159749e-05 70 45
2.4912299653734316e-11 2.0929508126599217e-12 2.89970894518099e-11 9.88068242675777e-13 9.423827577847987e-06 75 15
3.2091662660604925e-11 1.618198630648493e-12 3.485921620804966e-11 1.0112450156765651e-12 9.428980774828233e-06 75 20
3.9386556516252114e-11 2.2769119489146616e-12 4.083840904334224e-11 1.5744897790062606e-12 9.432495971850585e-06 75 25
4.680439022464178e-11 2.6333937201000746e-12 4.6505278794573e-11 1.8103946076639121e-12 9.43471968639642e-06 75 30
5.376900660825079e-11 2.9727002109902756e-12 5.2660292793049734e-11 2.2037558410070712e-12 9.436060281586833e-06 75 35
6.13467401877621e-11 3.190809812550488e-12 5.909207151377771e-11 2.443225960088724e-12 9.437039807380643e-06 75 40
6.828344140119569e-11 3.3771978269481195e-12 6.527375168152716e-11 2.7629654206912102e-12 9.437709195481148e-06 75 45
2.3718169789299637e-11 1.6966550777167133e-12 2.8524909864713344e-11 9.073557877270488e-13 8.862793038133532e-06 80 15
3.116132352154466e-11 1.875125055228466e-12 3.5001172099535793e-11 1.1831228271391714e-12 8.868253644322976e-06 80 20
3.8275160818557197e-11 2.4106216155173055e-12 4.0895998393297717e-11 1.7171826027090331e-12 8.871442332747392e-06 80 25
4.57859410107897e-11 2.5859594413729647e-12 4.737055192549633e-11 1.8717904830267695e-12 8.873330443748273e-06 80 30
5.266374836221388e-11 2.848501816365978e-12 5.3455385951028944e-11 2.0980970866918414e-12 8.8747292465996e-06 80 35
5.993799206960304e-11 3.066496492495907e-12 5.972494027117747e-11 2.4228546686294594e-12 8.875625098880846e-06 80 40
6.72585737104825e-11 3.721502706693913e-12 6.610243602489518e-11 2.8692664563734205e-12 8.876229912857525e-06 80 45
