delay(miu)            delay(sigma)            slew(miu)            slew(sigma)            power            input_slew            output_cap
6.899338739208005e-11 9.517672023770518e-13 4.224790309259596e-11 1.6699701517464138e-12 1.0783250218082685e-05 65 30
6.972420557582737e-11 8.810064765392422e-13 4.782676338299652e-11 1.7145825774791956e-12 1.0784799997054506e-05 65 35
7.046856154158121e-11 9.705323567379964e-13 5.367931793509584e-11 1.7785699128747279e-12 1.0785770427901298e-05 65 40
7.109025174090178e-11 9.937645324697986e-13 5.941411945764585e-11 2.3125047883543193e-12 1.0786459824885242e-05 65 45
6.958007781054931e-11 9.962931087764693e-13 2.6938024727529708e-11 8.043609723597245e-13 1.0054770427814219e-05 70 15
7.059953316401746e-11 1.1472690202365965e-12 3.26052969346069e-11 7.98339747174609e-13 1.0060300155600999e-05 70 20
7.136045920841383e-11 1.1709420325717312e-12 3.7571189215324097e-11 1.293510437649914e-12 1.0064140042231884e-05 70 25
7.229714049650227e-11 1.2615816594521712e-12 4.289914951050022e-11 1.2870766735381678e-12 1.006640013656579e-05 70 30
7.319747585832204e-11 1.3688898105324032e-12 4.825374821937345e-11 1.5331840614793424e-12 1.0067829862236977e-05 70 35
7.411041919036521e-11 1.472305133712326e-12 5.3531803989592674e-11 1.8181474121387042e-12 1.0068870324175805e-05 70 40
7.514605604441726e-11 1.5561369467315123e-12 5.893687621272292e-11 1.947303429616909e-12 1.0069559721159749e-05 70 45
7.354243602986088e-11 1.5537723017933214e-12 2.7633641902502504e-11 7.551880128187083e-13 9.423827577847987e-06 75 15
7.494276033082059e-11 1.589707965959919e-12 3.178528620861876e-11 1.0736781472578394e-12 9.428980774828233e-06 75 20
7.60514706765747e-11 1.4566402554636038e-12 3.7129004731850657e-11 9.217517157530941e-13 9.432495971850585e-06 75 25
7.7076546534105e-11 1.1527848987891165e-12 4.268740569357554e-11 1.6230960802818273e-12 9.43471968639642e-06 75 30
7.782587074789404e-11 1.2098074278488191e-12 4.836165148902616e-11 1.9543925939419227e-12 9.436060281586833e-06 75 35
7.831067044827833e-11 1.0386689338476307e-12 5.369273081701209e-11 1.7583431455650556e-12 9.437039807380643e-06 75 40
7.895608472585636e-11 1.02671473753424e-12 5.902342503638636e-11 2.1624386309371246e-12 9.437709195481148e-06 75 45
7.736643964362244e-11 1.0096830056066652e-12 2.7126547536004963e-11 6.301474099468241e-13 8.862793038133532e-06 80 15
7.829457915331517e-11 1.0710762788843087e-12 3.2761838381079045e-11 9.227401828737491e-13 8.868253644322976e-06 80 20
7.916336336455387e-11 1.1577778666338467e-12 3.7654615536730773e-11 1.5002127144725375e-12 8.871442332747392e-06 80 25
8.019119396296404e-11 1.3333532411854976e-12 4.32103346159618e-11 1.3095097922688481e-12 8.873330443748273e-06 80 30
8.107770704812722e-11 1.3841921315746464e-12 4.852479182360092e-11 1.7070338198532653e-12 8.8747292465996e-06 80 35
8.175835009005539e-11 1.459966045627703e-12 5.3939307881334386e-11 1.818999161365409e-12 8.875625098880846e-06 80 40
8.245298888098773e-11 1.385658515012933e-12 5.94678403742499e-11 2.0010508007539674e-12 8.876229912857525e-06 80 45
